EE UID,Client ID,Destination,first_datenum,last_datenum,first_m,last_m,first_year,last_year,diffdays,Client Age at Entry,Client Gender,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,Length of Stay in Previous Place(1934),Housing Status(2703),Prior Living Situation(43)
633600,392703,"Staying or living with family, temporary tenure (HUD)",2015-02-11,2015-02-27,2,2.0,2015,2015.0,16.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
633601,217257,"Staying or living with family, temporary tenure (HUD)",2015-02-11,2015-02-21,2,2.0,2015,2015.0,10.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
634230,198791,"Staying or living with family, temporary tenure (HUD)",2015-02-12,2015-02-21,2,2.0,2015,2015.0,9.0,37.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
634231,336462,"Staying or living with family, temporary tenure (HUD)",2015-02-12,2015-02-13,2,2.0,2015,2015.0,1.0,20.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
635369,360883,"Staying or living with family, temporary tenure (HUD)",2015-02-13,2015-02-14,2,2.0,2015,2015.0,1.0,51.0,Male,Male,White (HUD),Hispanic/Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
635371,248988,"Staying or living with family, temporary tenure (HUD)",2015-02-14,2015-02-16,2,2.0,2015,2015.0,2.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
635373,208782,"Staying or living with family, temporary tenure (HUD)",2015-02-14,2015-02-27,2,2.0,2015,2015.0,13.0,58.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One year or longer (HUD),,Place not meant for habitation (HUD)
635374,185494,"Staying or living with family, temporary tenure (HUD)",2015-02-14,2015-02-16,2,2.0,2015,2015.0,2.0,63.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
635375,157529,"Staying or living with family, temporary tenure (HUD)",2015-02-15,2015-02-16,2,2.0,2015,2015.0,1.0,40.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),Client doesn't know (HUD)
636375,391343,Hospital or other residential non-psychiatric medical facility (HUD),2015-02-16,2015-03-23,2,3.0,2015,2015.0,35.0,61.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,"Staying or living in a family member's room, apartment or house (HUD)"
636376,393037,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-02-18,2,2.0,2015,2015.0,2.0,20.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",,Hotel or motel paid for without emergency shelter voucher (HUD)
636377,393039,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-02-17,2,2.0,2015,2015.0,1.0,36.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),,"Staying or living in a family member's room, apartment or house (HUD)"
636378,271159,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-04-03,2,4.0,2015,2015.0,46.0,28.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
636379,342328,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-02-17,2,2.0,2015,2015.0,1.0,31.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
636380,270976,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-03-03,2,3.0,2015,2015.0,15.0,49.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636381,393036,Other (HUD),2015-02-16,2015-03-05,2,3.0,2015,2015.0,17.0,63.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),Two to six nights,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636384,220580,Data not collected (HUD),2015-02-17,2015-02-23,2,2.0,2015,2015.0,6.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636479,390302,Other (HUD),2015-01-16,2015-05-13,1,5.0,2015,2015.0,117.0,46.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
636481,389097,"Staying or living with family, temporary tenure (HUD)",2015-02-08,2015-02-27,2,2.0,2015,2015.0,19.0,18.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,Foster care home or foster care group home (HUD)
636482,10107,"Rental by client, no ongoing housing subsidy (HUD)",2015-02-06,2015-04-10,2,4.0,2015,2015.0,63.0,59.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636483,152503,Other (HUD),2015-02-04,2015-03-25,2,3.0,2015,2015.0,49.0,39.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
636484,387043,"Staying or living with family, permanent tenure (HUD)",2015-02-10,2015-03-30,2,3.0,2015,2015.0,48.0,24.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),,"Staying or living in a friend's room, apartment or house (HUD)"
636888,215484,"Staying or living with family, temporary tenure (HUD)",2015-02-18,2015-02-20,2,2.0,2015,2015.0,2.0,37.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),One night or less,Category 1 - Homeless (HUD),Psychiatric hospital or other psychiatric facility (HUD)
636889,159852,"Staying or living with family, temporary tenure (HUD)",2015-02-18,2015-04-21,2,4.0,2015,2015.0,62.0,56.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD)
636890,393111,Other (HUD),2015-02-17,2015-04-06,2,4.0,2015,2015.0,48.0,48.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636891,376327,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-02-28,2,2.0,2015,2015.0,12.0,55.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD)
636892,389692,"Staying or living with family, temporary tenure (HUD)",2015-02-18,2015-03-09,2,3.0,2015,2015.0,19.0,37.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636893,388134,"Staying or living with family, temporary tenure (HUD)",2015-02-16,2015-02-28,2,2.0,2015,2015.0,12.0,51.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),Two to six nights,Category 1 - Homeless (HUD),"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
636895,393112,"Staying or living with family, temporary tenure (HUD)",2015-02-10,2015-02-23,2,2.0,2015,2015.0,13.0,50.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Jail, prison or juvenile detention facility (HUD)"
638546,248988,"Staying or living with family, temporary tenure (HUD)",2015-02-20,2015-02-21,2,2.0,2015,2015.0,1.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
638548,351045,Other (HUD),2015-02-20,2015-03-05,2,3.0,2015,2015.0,13.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
638549,196082,"Staying or living with family, temporary tenure (HUD)",2015-02-21,2015-04-12,2,4.0,2015,2015.0,50.0,54.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 2 - At imminent risk of losing housing (HUD),"Rental by client, no ongoing housing subsidy (HUD)"
638550,288078,"Staying or living with family, temporary tenure (HUD)",2015-02-21,2015-02-23,2,2.0,2015,2015.0,2.0,35.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
638551,292185,"Staying or living with family, temporary tenure (HUD)",2015-02-21,2015-02-26,2,2.0,2015,2015.0,5.0,22.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
638559,194903,"Staying or living with family, temporary tenure (HUD)",2015-02-22,2015-03-11,2,3.0,2015,2015.0,17.0,32.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
638560,336462,"Staying or living with family, temporary tenure (HUD)",2015-02-22,2015-02-23,2,2.0,2015,2015.0,1.0,20.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
638561,359796,"Staying or living with family, temporary tenure (HUD)",2015-02-20,2015-02-27,2,2.0,2015,2015.0,7.0,51.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
639055,373190,"Staying or living with family, temporary tenure (HUD)",2015-02-23,2015-02-27,2,2.0,2015,2015.0,4.0,18.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
639057,393476,"Staying or living with family, temporary tenure (HUD)",2015-02-23,2015-02-24,2,2.0,2015,2015.0,1.0,48.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One night or less,,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
639058,393477,"Staying or living with family, temporary tenure (HUD)",2015-02-23,2015-03-17,2,3.0,2015,2015.0,22.0,41.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD),"One month or more, but less than 90 days",,Place not meant for habitation (HUD)
639059,373473,Transitional housing for homeless persons (including homeless youth) (HUD),2015-02-23,2015-03-13,2,3.0,2015,2015.0,18.0,26.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD)
639060,248988,"Staying or living with family, temporary tenure (HUD)",2015-02-23,2015-02-24,2,2.0,2015,2015.0,1.0,38.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
639061,217257,"Staying or living with family, temporary tenure (HUD)",2015-02-23,2015-03-05,2,3.0,2015,2015.0,10.0,45.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
639062,136239,"Staying or living with family, temporary tenure (HUD)",2015-02-23,2015-02-27,2,2.0,2015,2015.0,4.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One week or less (HUD),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD)
639554,230675,"Staying or living with family, temporary tenure (HUD)",2015-02-24,2015-03-08,2,3.0,2015,2015.0,12.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
639555,393541,Other (HUD),2015-02-24,2015-04-15,2,4.0,2015,2015.0,50.0,23.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
639600,367431,Data not collected (HUD),2015-02-16,2015-02-24,2,2.0,2015,2015.0,8.0,48.0,Female,Female,Black or African American (HUD),Client doesn't know (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
640464,2054,"Staying or living with family, temporary tenure (HUD)",2015-02-24,2015-03-05,2,3.0,2015,2015.0,9.0,62.0,Female,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",At-risk of homelessness (HUD),Place not meant for habitation (HUD)
640465,364950,"Staying or living with family, temporary tenure (HUD)",2015-02-25,2015-03-05,2,3.0,2015,2015.0,8.0,50.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Category 1 - Homeless (HUD),"Rental by client, with other ongoing housing subsidy (HUD)"
640466,9300,"Staying or living with family, temporary tenure (HUD)",2015-02-25,2015-02-27,2,2.0,2015,2015.0,2.0,41.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",Category 1 - Homeless (HUD),Place not meant for habitation (HUD)
640467,135062,"Staying or living with family, temporary tenure (HUD)",2015-02-26,2015-02-27,2,2.0,2015,2015.0,1.0,51.0,Male,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)"
641447,336462,"Staying or living with family, temporary tenure (HUD)",2015-02-27,2015-03-01,2,3.0,2015,2015.0,2.0,20.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One month or more, but less than 90 days",Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)"
641448,393811,Other (HUD),2015-02-27,2015-03-25,2,3.0,2015,2015.0,26.0,41.0,Female,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"One week or more, but less than one month",,"Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)"
641452,305161,"Staying or living with family, temporary tenure (HUD)",2015-02-27,2015-03-01,2,3.0,2015,2015.0,2.0,43.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),One year or longer (HUD),Stably housed (HUD),Place not meant for habitation (HUD)
641453,322921,"Staying or living with family, temporary tenure (HUD)",2015-02-28,2015-03-02,2,3.0,2015,2015.0,2.0,36.0,Male,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD),"90 days or more, but less than one year",Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)"
